Customer_ID,Age,Gender,Region,Channel,Product_Category,Monthly_Spend,Clicks,Impressions,Previous_Conversions,Response
101253,25,Female,West,Social Media,D,242.05,3,6,2,No
101254,40,Male,North,Direct Mail,B,256.62,0,13,1,Yes
101255,64,Female,West,Social Media,C,460.13,5,9,3,No
101256,43,Female,North,SEO,B,223.49,1,11,0,No
101257,63,Female,West,SEO,D,246.34,2,11,4,Yes
101258,60,Female,North,Email,B,267.78,5,16,0,No
101259,29,Female,West,Email,A,198.15,4,12,3,No
101260,43,Female,North,Social Media,D,259.69,1,14,0,No
101261,30,Male,South,Social Media,A,260.83,4,6,0,Yes
101262,57,Female,East,Social Media,D,232.33,10,11,0,No
101263,35,Female,West,SEO,A,399.6,3,7,3,No
101264,42,Female,North,Social Media,B,212.49,3,11,0,Yes
101265,50,Male,South,Direct Mail,D,289.36,7,11,4,No
101266,64,Female,West,Direct Mail,D,234.22,4,12,4,No
101267,57,Female,West,SEO,A,284.25,2,10,2,No
101268,60,Male,West,Social Media,B,230.74,5,6,2,No
101269,29,Male,East,Social Media,D,305.69,3,7,2,No
101270,61,Female,North,Email,C,324.11,2,9,2,No
101271,53,Female,North,Direct Mail,A,405.16,5,10,4,No
101272,65,Female,West,SEO,D,255.86,3,11,2,No
101273,21,Male,West,Social Media,B,421.34,5,9,1,No
101274,22,Female,West,Email,B,239.48,4,5,3,No
101275,54,Male,South,SEO,B,282.15,2,6,3,No
101276,25,Male,West,SEO,B,432.36,3,13,4,No
101277,59,Male,East,Direct Mail,A,517.72,2,8,3,No
101278,66,Male,North,Social Media,D,426.45,4,13,3,Yes
101279,45,Male,East,SEO,A,283.23,3,6,0,No
101280,48,Male,West,Email,A,338.62,2,7,2,Yes
101281,26,Male,South,Email,B,351.2,3,10,2,No
101282,68,Male,West,SEO,C,325.91,2,10,0,No
101283,46,Female,West,Email,B,224.41,3,9,4,No
101284,31,Female,West,SEO,C,317.59,2,15,1,Yes
101285,57,Male,West,Email,A,262.06,3,12,4,No
101286,58,Female,West,SEO,B,227.37,4,8,1,Yes
101287,39,Male,North,SEO,B,276.65,2,13,1,No
101288,28,Female,East,SEO,A,323.65,0,4,0,Yes
101289,40,Male,South,Email,B,375.1,0,9,4,Yes
101290,18,Male,West,SEO,D,280.96,1,8,2,Yes
101291,63,Female,South,Direct Mail,C,294.1,2,11,4,No
101292,54,Female,North,SEO,C,360.29,1,10,4,No
101293,38,Female,East,Social Media,C,305.32,1,20,1,No
101294,43,Female,West,Social Media,B,328.62,4,6,1,No
101295,63,Female,North,Direct Mail,D,305.85,0,6,2,Yes
101296,53,Male,North,SEO,B,315.2,3,7,2,Yes
101297,40,Male,East,Social Media,C,219.07,3,10,1,No
101298,18,Male,West,SEO,B,309.17,1,10,4,No
101299,68,Male,East,Social Media,C,407.09,2,7,1,No
101300,57,Female,East,Email,A,312.67,2,14,3,No
101301,32,Female,South,Email,C,237.47,0,12,3,Yes
101302,38,Male,South,Direct Mail,A,410.74,3,19,1,No
101303,64,Female,East,Direct Mail,A,354.1,3,6,2,No
101304,26,Female,South,SEO,A,357.57,3,13,1,No
101305,26,Male,North,Direct Mail,C,355.54,3,15,4,Yes
101306,27,Male,East,SEO,D,215.52,1,14,3,Yes
101307,69,Male,West,Email,C,348.59,3,10,0,No
101308,43,Male,West,Email,B,403.85,4,11,2,No
101309,58,Male,North,Social Media,B,263.98,2,7,0,No
101310,52,Female,West,SEO,D,155.35,2,3,2,No
101311,69,Male,West,Email,D,327.42,7,12,0,No
101312,42,Male,East,Email,D,302.46,1,8,0,No
101313,43,Other,North,SEO,A,183.93,10,15,1,No
101314,28,Female,East,Social Media,D,345.4,1,17,2,No
101315,55,Female,North,Social Media,D,339.77,0,16,3,No
101316,19,Male,East,Social Media,D,190.04,3,10,0,No
101317,24,Male,East,Social Media,C,441.7,3,14,1,No
101318,35,Female,South,Email,B,356.33,3,9,4,No
101319,44,Male,West,SEO,B,158.23,3,13,2,No
101320,51,Male,North,SEO,D,361.41,4,12,2,Yes
101321,44,Female,West,Email,B,359.24,1,9,3,No
101322,34,Female,South,Email,C,406.13,3,8,0,No
101323,60,Male,North,Email,B,253.21,5,14,1,No
101324,61,Female,South,Direct Mail,A,362.5,2,11,0,No
101325,68,Male,West,SEO,C,282.25,3,12,1,No
101326,41,Male,East,SEO,B,258.26,2,7,3,No
101327,42,Male,South,SEO,B,235.12,1,11,0,No
101328,24,Male,South,Social Media,C,157.26,2,7,4,No
101329,69,Male,East,Email,B,340.53,5,11,3,Yes
101330,23,Female,West,Email,B,279.52,3,10,3,No
101331,41,Female,South,Email,D,95.24,1,8,2,No
101332,50,Female,West,Direct Mail,A,305.65,1,10,1,No
101333,66,Male,East,SEO,C,386.84,5,9,0,No
101334,46,Male,North,Email,D,201.98,2,7,1,No
101335,60,Male,South,Direct Mail,B,246.56,3,5,3,Yes
101336,39,Male,West,Email,C,333.07,5,13,0,No
101337,43,Male,East,Social Media,C,108.08,0,6,4,No
101338,45,Female,East,SEO,A,259.97,5,11,1,No
101339,67,Female,South,Direct Mail,A,326.0,3,10,1,No
101340,38,Female,North,Email,C,257.92,1,6,4,No
101341,66,Male,South,SEO,A,202.65,2,16,3,No
101342,24,Female,West,Direct Mail,A,206.24,3,4,1,Yes
101343,34,Male,East,SEO,B,179.09,4,18,2,No
101344,37,Male,North,SEO,A,252.52,4,8,2,No
101345,58,Male,West,Social Media,A,379.25,3,9,0,No
101346,66,Female,South,SEO,D,477.14,2,9,4,No
101347,37,Other,East,Direct Mail,B,302.71,1,13,3,No
101348,39,Male,South,SEO,B,357.62,6,5,2,Yes
101349,45,Female,North,Direct Mail,C,229.44,5,10,0,Yes
101350,57,Female,North,SEO,A,143.13,0,5,0,No
101351,66,Male,North,Email,D,438.87,1,6,1,No
101352,24,Male,North,Social Media,D,255.37,3,23,3,No
101353,18,Male,North,Email,B,353.9,5,11,2,No
101354,49,Other,South,Social Media,A,311.88,1,6,4,No
101355,30,Male,North,Direct Mail,D,374.59,3,9,1,Yes
101356,47,Female,North,Social Media,C,371.56,5,15,2,No
101357,40,Male,East,SEO,A,320.83,1,7,0,Yes
101358,68,Female,North,SEO,A,329.08,3,12,4,No
101359,36,Male,East,Email,A,390.94,2,12,0,No
101360,49,Female,East,Social Media,D,269.27,5,8,1,No
101361,47,Female,East,Direct Mail,B,416.67,4,12,4,No
101362,46,Female,South,Direct Mail,B,246.91,1,11,4,No
101363,66,Female,South,SEO,C,305.74,6,5,1,No
101364,62,Male,West,Direct Mail,D,347.19,2,8,0,No
101365,46,Female,West,SEO,A,177.82,2,5,4,Yes
101366,47,Male,East,SEO,C,403.64,4,13,3,Yes
101367,33,Male,South,SEO,C,335.69,1,11,3,Yes
101368,57,Female,North,Email,B,547.57,3,13,0,Yes
101369,36,Male,West,Email,A,456.05,3,11,4,Yes
101370,35,Female,South,SEO,A,299.18,3,7,0,No
101371,18,Other,North,SEO,D,433.92,3,11,3,No
101372,31,Male,North,SEO,D,363.55,4,14,4,No
101373,68,Female,South,Direct Mail,D,317.33,4,9,4,Yes
101374,64,Male,West,SEO,C,175.55,3,13,0,Yes
101375,67,Male,South,SEO,A,193.23,3,8,4,No
101376,19,Male,West,Social Media,B,300.33,4,9,0,No
101377,45,Female,East,Social Media,C,262.85,3,10,2,No
101378,66,Female,South,Social Media,C,316.89,2,7,2,No
101379,67,Female,South,Social Media,B,402.93,3,12,3,No
101380,47,Other,West,SEO,B,364.87,3,11,3,No
101381,55,Male,West,Social Media,D,247.78,2,19,1,No
101382,68,Male,South,Direct Mail,B,369.37,3,10,2,Yes
101383,21,Female,North,Direct Mail,B,231.45,3,13,2,No
101384,18,Female,North,Social Media,B,214.33,4,14,1,No
101385,25,Male,North,Email,B,328.62,7,12,0,Yes
101386,46,Male,East,Direct Mail,D,238.91,3,12,2,No
101387,56,Female,East,Direct Mail,C,251.86,4,11,2,No
101388,20,Female,West,Social Media,A,374.55,3,13,3,Yes
101389,49,Male,East,Social Media,A,349.32,4,10,1,No
101390,27,Male,North,SEO,C,272.11,4,13,1,No
101391,27,Female,South,Direct Mail,A,178.12,2,11,3,No
101392,36,Female,East,Social Media,A,244.86,3,7,2,No
101393,63,Male,East,Social Media,C,445.66,3,9,4,Yes
101394,51,Female,North,SEO,A,372.49,1,15,1,No
101395,50,Male,East,Direct Mail,A,406.77,1,7,2,No
101396,40,Male,West,Social Media,C,319.2,2,9,0,No
101397,45,Female,South,SEO,A,273.67,2,8,1,Yes
101398,49,Female,North,Social Media,B,367.89,4,15,3,No
101399,67,Male,West,Email,C,396.14,2,6,1,No
101400,24,Female,North,Email,D,264.02,2,9,3,No
101401,46,Female,West,Social Media,A,246.51,3,11,0,No
101402,25,Female,South,Direct Mail,D,185.91,2,16,2,Yes
101403,18,Female,South,Email,A,244.62,1,8,3,No
101404,20,Female,West,SEO,B,350.17,3,6,3,Yes
101405,41,Female,West,Social Media,C,255.28,2,16,0,No
101406,40,Male,West,SEO,D,369.88,2,6,4,No
101407,25,Male,West,Email,C,447.54,2,9,1,Yes
101408,64,Male,West,Direct Mail,D,301.86,5,8,4,No
101409,54,Female,West,SEO,A,298.78,2,8,1,No
101410,20,Female,South,Email,B,341.15,2,17,0,Yes
101411,68,Male,West,Email,D,256.92,3,6,0,No
101412,50,Male,East,Email,D,251.45,3,15,4,No
101413,45,Female,South,SEO,B,253.69,4,8,0,No
101414,64,Male,North,Email,B,214.08,3,16,2,No
101415,25,Female,South,Social Media,B,367.48,4,9,4,Yes
101416,51,Male,North,Email,B,262.76,3,5,3,No
101417,52,Female,North,Social Media,B,383.35,1,11,3,No
101418,49,Female,East,Direct Mail,C,339.7,3,6,0,No
101419,41,Male,West,Social Media,A,298.29,3,11,0,Yes
101420,31,Male,West,Direct Mail,A,360.72,1,0,1,Yes
101421,49,Male,South,Direct Mail,D,229.24,3,8,4,No
101422,63,Female,West,Social Media,B,241.47,2,10,4,No
101423,60,Female,East,Direct Mail,C,353.52,0,15,2,No
101424,33,Male,South,Social Media,C,135.32,0,10,3,No
101425,21,Female,South,SEO,D,301.1,2,8,3,Yes
101426,69,Female,South,Direct Mail,B,344.29,4,12,2,No
101427,54,Male,West,Social Media,A,398.32,2,5,1,No
101428,38,Male,West,Direct Mail,B,413.66,4,9,2,No
101429,31,Female,West,Email,C,290.23,1,13,1,No
101430,48,Female,South,Social Media,B,357.77,3,12,1,Yes
101431,65,Female,South,Email,A,239.67,3,14,1,No
101432,35,Female,North,Direct Mail,A,266.74,0,5,0,Yes
101433,24,Female,North,Direct Mail,D,402.57,1,11,0,No
101434,27,Male,West,SEO,C,297.01,4,13,1,Yes
101435,24,Female,South,Social Media,B,311.98,3,11,2,No
101436,50,Female,West,Email,B,222.51,1,4,2,Yes
101437,40,Female,West,SEO,D,331.69,1,14,2,No
101438,38,Male,North,Direct Mail,D,356.55,4,10,0,No
101439,36,Male,East,Direct Mail,D,354.23,3,9,1,No
101440,65,Male,West,SEO,C,209.15,6,13,3,No
101441,36,Male,East,Email,B,375.0,5,10,2,No
101442,53,Male,East,Direct Mail,D,225.14,3,11,0,No
101443,46,Female,South,Direct Mail,C,298.02,3,9,4,No
101444,35,Female,South,Social Media,B,178.64,2,9,1,Yes
101445,19,Male,West,SEO,A,286.54,2,14,2,No
101446,18,Female,North,Direct Mail,D,224.73,1,11,0,No
101447,64,Male,North,Email,C,266.34,0,11,4,No
101448,22,Male,West,Social Media,B,304.49,6,9,1,No
101449,37,Male,West,SEO,B,362.04,1,5,3,No
101450,28,Female,North,Email,D,359.47,4,10,1,No
101451,59,Male,East,Direct Mail,D,124.7,4,11,1,Yes
101452,19,Male,West,SEO,B,350.87,1,6,2,No
101453,20,Male,East,SEO,C,315.47,5,9,1,No
101454,40,Female,West,Email,A,257.98,2,6,4,No
101455,29,Male,West,SEO,B,233.97,4,14,4,No
101456,37,Female,East,Email,C,295.32,1,16,1,No
101457,22,Female,East,Direct Mail,D,317.29,3,16,1,Yes
101458,54,Female,North,Social Media,B,328.34,8,6,4,No
101459,55,Female,West,Email,D,285.2,4,11,4,No
101460,47,Male,South,Social Media,A,110.68,0,12,2,No
101461,26,Male,South,SEO,D,262.85,4,3,3,Yes
101462,51,Female,West,Email,A,211.22,6,7,4,Yes
101463,61,Male,West,Direct Mail,D,454.14,2,17,3,No
101464,52,Female,West,Email,D,304.45,4,11,3,No
101465,69,Female,East,Email,A,355.58,1,10,4,No
101466,39,Female,South,Email,D,347.63,1,11,2,No
101467,61,Female,South,Social Media,C,323.27,2,8,1,No
101468,41,Other,South,Social Media,D,268.78,2,8,0,Yes
101469,34,Female,West,SEO,B,259.21,4,11,1,No
101470,27,Male,East,SEO,D,148.46,3,12,0,Yes
101471,47,Female,West,SEO,C,310.66,1,11,4,No
101472,63,Male,North,SEO,B,322.53,5,13,1,No
101473,40,Male,North,Email,C,296.41,6,10,1,No
101474,49,Female,South,Social Media,B,310.76,3,13,0,No
101475,34,Male,West,Social Media,D,209.52,3,8,2,Yes
101476,67,Male,North,Social Media,C,277.95,3,10,4,Yes
101477,68,Male,North,Social Media,D,251.26,5,15,4,No
101478,34,Female,West,SEO,B,349.88,2,6,4,No
101479,31,Female,East,Email,C,303.07,3,11,1,Yes
101480,26,Female,West,Social Media,A,252.01,4,7,3,No
101481,57,Male,West,Direct Mail,C,288.0,3,10,0,No
101482,19,Female,East,Email,D,222.04,3,8,1,No
101483,62,Female,South,Direct Mail,A,275.39,3,4,2,No
101484,42,Male,South,Email,A,343.7,0,8,2,Yes
101485,56,Male,South,Email,B,200.08,0,10,1,Yes
101486,26,Male,East,Email,A,295.41,3,9,0,No
101487,39,Other,North,Direct Mail,A,243.75,6,9,4,No
101488,60,Female,East,Social Media,B,200.13,6,11,4,No
101489,63,Female,West,Social Media,C,439.9,2,9,3,No
101490,21,Male,East,Direct Mail,D,394.03,5,9,1,No
101491,43,Female,North,Social Media,C,255.15,2,11,3,No
101492,46,Female,North,SEO,A,278.27,3,10,2,No
101493,62,Female,West,Social Media,D,148.33,0,9,4,No
101494,51,Other,South,SEO,C,180.56,2,15,4,No
101495,40,Male,North,SEO,D,215.4,4,6,3,No
101496,54,Male,North,SEO,A,297.48,3,8,1,No
101497,28,Female,North,Direct Mail,C,291.4,6,13,3,Yes
101498,23,Female,West,Social Media,D,324.88,4,9,2,No
101499,35,Female,North,Social Media,D,350.9,4,10,1,No
101500,38,Male,South,Direct Mail,C,320.85,5,9,2,Yes
101501,59,Female,West,Direct Mail,C,218.89,5,12,1,No
101502,53,Male,South,Social Media,A,324.3,0,3,3,No
101503,58,Male,North,Direct Mail,B,347.65,4,12,0,No
101504,55,Female,North,Direct Mail,D,267.95,2,4,3,No
101505,51,Female,South,SEO,C,161.52,3,9,1,No
101506,34,Male,West,Direct Mail,C,388.81,5,10,2,No
101507,54,Male,West,SEO,C,306.62,2,7,3,No
101508,42,Male,South,Email,D,92.04,3,5,1,No
101509,55,Male,North,SEO,A,455.27,2,6,2,Yes
101510,29,Female,East,SEO,B,264.09,6,11,2,No
101511,40,Female,South,Direct Mail,D,482.93,1,9,2,No
101512,59,Male,South,Social Media,A,328.3,2,8,1,No
101513,39,Female,South,Email,D,284.8,3,15,2,No
101514,38,Female,North,Email,D,313.77,4,11,2,Yes
101515,44,Female,West,Email,C,246.8,1,7,3,No
101516,48,Male,North,Social Media,A,304.6,2,12,2,No
101517,23,Female,South,Email,C,450.8,2,10,0,No
101518,44,Male,North,Email,C,232.6,2,13,1,No
101519,57,Male,North,Social Media,A,340.0,3,11,2,No
101520,51,Male,South,Email,C,246.02,3,10,2,No
101521,29,Female,North,Direct Mail,C,287.39,0,6,4,No
101522,62,Male,East,Direct Mail,B,448.25,5,12,3,Yes
101523,24,Male,North,SEO,A,339.48,4,10,2,No
101524,27,Male,North,SEO,A,355.93,4,16,3,No
101525,62,Female,West,SEO,C,305.31,0,12,3,No
101526,34,Female,West,Direct Mail,C,502.16,3,12,0,No
101527,43,Male,South,Direct Mail,A,228.78,4,12,1,No
101528,38,Female,South,Direct Mail,A,181.55,2,9,0,No
101529,45,Female,West,SEO,D,426.45,1,6,1,No
101530,63,Female,East,SEO,A,271.38,2,14,4,No
101531,19,Male,North,SEO,D,330.77,4,12,0,No
101532,60,Female,East,SEO,C,428.73,3,9,3,No
101533,18,Female,East,SEO,B,331.77,2,12,2,No
101534,68,Female,West,SEO,B,467.31,2,8,4,No
101535,53,Male,South,Direct Mail,D,310.21,3,6,1,No
101536,68,Female,North,Social Media,C,246.89,2,11,0,No
101537,43,Female,South,Social Media,C,123.49,3,12,4,No
101538,46,Female,East,SEO,C,322.54,1,16,0,No
101539,38,Male,East,Social Media,A,132.27,5,16,3,No
101540,28,Male,South,Social Media,C,324.35,1,9,0,No
101541,57,Female,South,Direct Mail,A,409.47,3,8,1,No
101542,28,Female,West,SEO,D,298.72,3,6,1,No
101543,53,Male,South,SEO,B,314.26,2,6,2,No
101544,66,Female,South,Social Media,D,368.67,2,8,2,No
101545,56,Male,West,SEO,C,350.22,3,7,1,No
101546,57,Female,South,SEO,C,387.04,4,12,1,No
101547,52,Female,East,SEO,D,298.56,3,9,1,Yes
101548,51,Female,South,SEO,A,131.16,0,11,4,No
101549,64,Female,North,Social Media,A,388.2,2,12,0,No
101550,41,Male,East,Email,A,282.09,1,10,4,No
101551,39,Female,West,Social Media,B,234.1,1,8,3,No
101552,22,Male,East,Direct Mail,B,325.2,3,4,2,No
101553,50,Female,West,Email,C,313.99,2,6,0,No
101554,53,Female,North,Email,D,243.79,2,7,2,Yes
101555,64,Female,North,Email,D,203.58,3,9,3,No
101556,37,Male,East,Social Media,C,335.13,2,11,1,No
101557,36,Female,South,Direct Mail,A,236.26,3,11,2,No
101558,52,Male,East,Social Media,B,308.58,3,3,1,No
101559,69,Male,East,Direct Mail,D,328.01,2,9,2,No
101560,60,Female,North,Social Media,C,372.61,4,10,3,No
101561,34,Male,West,Social Media,A,458.93,2,14,2,No
101562,62,Female,East,Social Media,A,317.79,3,10,3,No
101563,60,Male,South,Email,B,268.1,2,16,0,No
101564,51,Male,North,Social Media,B,424.38,2,6,4,No
101565,26,Female,East,Direct Mail,C,378.61,2,9,3,No
101566,43,Female,East,Direct Mail,C,312.63,3,9,2,No
101567,19,Male,South,Direct Mail,A,317.74,3,11,0,No
101568,26,Female,East,Email,A,302.02,3,2,3,No
101569,26,Female,East,Social Media,D,312.17,2,8,2,Yes
101570,57,Female,East,Social Media,A,292.36,3,14,3,Yes
101571,34,Male,East,SEO,C,226.89,1,14,3,No
101572,18,Female,South,Email,B,300.67,4,8,1,No
101573,42,Female,East,Direct Mail,C,431.8,4,14,2,No
101574,60,Female,East,Direct Mail,D,238.8,2,8,4,No
101575,57,Male,East,Social Media,D,279.65,1,8,3,No
101576,59,Female,North,Direct Mail,B,233.11,3,12,0,No
101577,42,Female,South,Social Media,C,386.8,3,9,2,No
101578,56,Female,North,Social Media,D,362.23,2,15,4,No
101579,52,Male,North,SEO,C,204.13,4,12,2,No
101580,20,Female,South,Email,D,148.62,4,6,4,Yes
101581,67,Female,North,Social Media,B,364.93,2,14,4,Yes
101582,54,Male,North,Social Media,D,199.55,4,9,3,No
101583,61,Male,North,Social Media,C,362.12,3,13,1,Yes
101584,61,Female,South,SEO,C,252.14,1,5,2,No
101585,68,Male,East,Social Media,D,352.12,4,5,0,No
101586,47,Other,West,Email,A,333.31,0,13,0,Yes
101587,55,Female,West,Email,B,259.77,5,8,1,Yes
101588,51,Female,South,Direct Mail,B,234.08,1,8,0,No
101589,29,Male,West,Email,D,343.18,4,9,2,No
101590,36,Male,South,Direct Mail,D,248.06,2,13,0,No
101591,54,Female,South,Email,A,383.17,1,14,2,No
101592,61,Male,West,Direct Mail,B,237.57,5,10,4,No
101593,66,Female,North,Social Media,A,326.28,3,11,3,No
101594,34,Male,East,SEO,B,270.73,2,10,1,No
101595,27,Male,West,SEO,D,300.43,2,9,1,No
101596,66,Male,West,SEO,B,247.46,7,7,0,No
101597,64,Female,West,Social Media,B,286.6,4,11,2,No
101598,29,Other,West,SEO,B,107.87,2,9,3,No
101599,33,Male,South,Email,A,239.03,0,8,0,No
101600,41,Male,South,Direct Mail,A,255.93,2,11,3,No
101601,36,Male,East,Social Media,B,294.61,1,13,2,No
101602,25,Female,East,SEO,C,396.99,2,16,0,No
101603,48,Male,West,Email,A,247.67,3,12,0,No
101604,38,Female,West,Email,D,406.05,3,10,3,No
101605,34,Female,West,Social Media,D,235.39,3,7,0,Yes
101606,40,Female,East,Social Media,B,216.89,4,8,3,No
101607,54,Male,West,SEO,D,158.68,1,10,2,Yes
101608,33,Other,North,Direct Mail,A,345.51,4,8,3,Yes
101609,23,Male,East,SEO,C,306.45,4,5,2,Yes
101610,25,Male,North,SEO,C,341.07,2,14,2,No
101611,42,Female,West,Social Media,C,309.87,4,13,4,No
101612,35,Female,South,SEO,D,299.31,6,11,3,Yes
101613,42,Male,North,SEO,B,321.33,6,10,1,No
101614,29,Male,East,Direct Mail,D,461.44,2,8,4,No
101615,32,Female,North,Email,B,264.45,2,9,4,No
101616,43,Male,East,Email,C,454.07,0,11,3,Yes
101617,58,Female,West,Direct Mail,A,363.93,3,13,4,No
101618,62,Female,North,Email,D,327.39,1,11,4,Yes
101619,43,Male,South,SEO,A,341.59,5,13,0,No
101620,64,Male,North,Direct Mail,C,60.33,5,14,2,No
101621,49,Male,South,Direct Mail,B,280.38,3,9,1,No
101622,27,Female,East,Social Media,A,249.73,2,7,3,No
101623,33,Female,West,Email,D,458.43,3,15,0,Yes
101624,24,Male,West,Social Media,A,274.4,4,8,1,No
101625,34,Female,South,SEO,A,297.77,2,11,1,No
101626,40,Other,East,Direct Mail,D,296.55,3,11,0,No
101627,43,Male,West,SEO,B,202.01,2,20,3,No
101628,38,Female,East,Email,D,257.98,2,11,2,No
101629,39,Male,South,Social Media,C,361.27,1,9,0,Yes
101630,24,Male,South,Email,B,140.11,1,10,4,No
101631,31,Male,North,SEO,A,323.35,5,11,1,No
101632,32,Male,West,Social Media,D,232.39,2,8,4,Yes
101633,24,Male,West,Email,C,397.49,5,4,3,No
101634,26,Male,North,SEO,D,329.62,2,7,2,No
101635,68,Female,South,Email,B,186.02,1,10,2,No
101636,65,Female,South,Direct Mail,C,268.79,5,11,2,No
101637,25,Female,South,Social Media,A,334.02,4,8,4,No
101638,67,Male,South,Social Media,B,277.2,3,9,3,No
101639,40,Male,East,Social Media,C,310.88,1,14,4,No
101640,46,Male,West,Direct Mail,B,298.56,6,10,1,No
101641,35,Female,West,Social Media,A,365.01,2,10,2,No
101642,48,Female,South,Direct Mail,C,332.97,3,8,3,Yes
101643,47,Male,South,Social Media,D,296.38,0,9,4,No
101644,69,Male,South,Email,D,301.34,3,7,4,No
101645,56,Female,West,Email,A,218.79,4,7,4,No
101646,52,Male,West,Email,C,410.05,4,10,4,No
101647,35,Male,South,Email,A,522.17,4,12,4,No
101648,59,Female,East,Direct Mail,A,275.22,0,13,1,No
101649,56,Female,North,SEO,B,303.58,4,11,2,No
101650,34,Male,North,SEO,D,376.13,5,6,4,No
101651,31,Male,North,Email,A,375.71,3,7,1,No
101652,48,Other,West,SEO,B,313.37,2,10,3,No
101653,41,Male,West,SEO,A,226.79,3,9,3,No
101654,52,Male,North,Social Media,A,436.36,5,14,1,No
101655,61,Male,North,Direct Mail,A,351.09,0,6,1,No
101656,62,Male,East,Email,D,316.54,4,10,1,No
101657,51,Male,West,SEO,C,245.79,1,8,3,No
101658,20,Female,West,SEO,D,304.35,6,12,4,No
101659,54,Male,North,Email,B,163.92,3,13,2,No
101660,60,Male,East,Social Media,C,355.57,4,5,4,Yes
101661,57,Female,East,Email,B,373.86,1,17,0,Yes
101662,43,Female,North,Social Media,A,317.23,4,11,1,No
101663,40,Female,North,SEO,C,227.98,6,16,4,No
101664,61,Female,West,Direct Mail,B,333.89,2,10,2,Yes
101665,56,Male,North,Social Media,A,359.05,6,16,4,Yes
101666,32,Female,South,Social Media,B,244.26,4,7,0,Yes
101667,66,Male,East,Email,B,370.05,4,14,0,No
101668,21,Other,North,SEO,D,339.34,3,10,4,No
101669,46,Female,South,Direct Mail,A,279.45,3,12,2,Yes
101670,39,Other,East,Email,D,258.18,2,12,4,No
101671,42,Female,South,Email,C,286.58,3,8,1,Yes
101672,30,Male,South,Direct Mail,A,227.2,3,4,2,Yes
101673,35,Female,North,SEO,D,319.52,3,10,3,No
101674,50,Other,East,Direct Mail,D,341.89,2,9,2,No
101675,33,Female,South,Email,C,387.64,2,7,4,Yes
101676,62,Male,West,Email,B,322.31,5,11,4,No
101677,59,Female,East,Social Media,B,329.35,1,6,3,No
101678,61,Male,West,Direct Mail,B,279.9,2,13,0,No
101679,19,Male,North,Direct Mail,C,234.44,6,10,4,Yes
101680,52,Male,West,Direct Mail,D,267.76,4,8,0,No
101681,59,Male,East,Email,A,407.11,1,10,0,Yes
101682,51,Female,South,SEO,C,347.56,3,9,1,No
101683,47,Male,South,Email,B,330.55,3,12,0,No
101684,30,Female,East,Social Media,B,163.85,2,12,2,Yes
101685,30,Male,South,Email,A,323.46,1,10,0,No
101686,35,Male,West,Email,C,200.27,4,18,1,No
101687,49,Male,South,Email,B,205.62,5,12,4,No
101688,49,Male,South,Social Media,C,214.02,2,15,4,No
101689,52,Male,West,Direct Mail,D,242.04,1,10,3,No
101690,56,Male,West,SEO,C,362.5,4,3,0,No
101691,63,Female,West,SEO,D,316.99,3,7,2,No
101692,69,Male,North,Social Media,A,229.26,5,9,3,No
101693,46,Male,West,Direct Mail,D,256.44,2,11,3,Yes
101694,66,Male,West,Direct Mail,D,337.37,1,15,1,Yes
101695,46,Female,North,Social Media,A,352.34,2,11,4,No
101696,61,Female,South,Email,B,310.02,1,14,0,No
101697,33,Female,West,Direct Mail,A,213.94,7,14,0,No
101698,61,Male,East,SEO,C,269.06,2,9,4,No
101699,64,Male,West,Social Media,A,478.57,6,6,1,No
101700,27,Female,West,SEO,C,209.18,3,8,1,No
101701,47,Male,North,Email,B,328.12,1,16,1,Yes
101702,42,Male,East,Social Media,C,459.06,4,8,2,No
101703,56,Male,South,SEO,A,279.49,7,8,0,No
101704,37,Male,South,SEO,A,437.54,0,11,1,No
101705,22,Male,East,Email,B,248.42,5,15,1,No
101706,18,Female,West,Social Media,A,151.88,3,10,4,No
101707,47,Male,North,Direct Mail,B,256.55,5,11,3,No
101708,66,Female,East,Direct Mail,B,243.17,3,9,3,No
101709,20,Male,East,SEO,A,174.74,2,11,3,No
101710,62,Male,South,Email,D,268.69,3,15,0,No
101711,31,Female,North,SEO,C,374.32,2,12,2,Yes
101712,47,Male,East,Email,D,255.44,5,7,0,No
101713,67,Female,North,Direct Mail,B,271.8,3,7,4,No
101714,21,Female,West,SEO,C,402.79,4,12,1,No
101715,35,Male,South,SEO,D,243.88,2,13,0,No
101716,54,Female,West,Email,A,346.42,1,9,3,No
101717,42,Male,North,Social Media,D,171.94,5,6,2,No
101718,65,Female,West,Email,C,227.54,4,4,4,No
101719,18,Male,South,Social Media,C,283.99,5,10,1,No
101720,63,Female,North,Direct Mail,C,390.68,5,5,2,Yes
101721,32,Male,East,SEO,C,231.56,3,11,0,No
101722,26,Female,West,SEO,D,230.66,5,7,0,No
101723,32,Female,South,Email,A,320.43,2,10,2,No
101724,66,Female,East,Email,A,332.47,1,16,2,No
101725,41,Female,South,Direct Mail,C,222.33,3,12,1,No
101726,21,Female,North,Direct Mail,A,260.86,6,8,3,No
101727,29,Female,North,Social Media,D,381.5,4,3,2,No
101728,54,Male,West,Direct Mail,A,211.5,1,12,1,Yes
101729,54,Male,South,Direct Mail,B,325.61,6,8,2,No
101730,60,Male,South,Direct Mail,A,261.18,3,8,2,No
